@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute global_motion numeric
@attribute motion_L numeric
@attribute motion_R numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
1201,'2017/09/14 22:10:31:660',30,0.028125,0,0.05625,?,?,?,?,?
1202,'2017/09/14 22:10:31:671',30,0.028125,0,0.05625,?,?,?,?,?
1203,'2017/09/14 22:10:31:710',30,0.028125,0,0.05625,?,?,?,?,?
1204,'2017/09/14 22:10:31:721',30,0.020312,0,0.040625,?,?,?,?,?
1205,'2017/09/14 22:10:31:760',30,0.020312,0,0.040625,?,?,?,?,?
1206,'2017/09/14 22:10:31:760',30,0.020312,0,0.040625,?,?,?,?,?
1207,'2017/09/14 22:10:31:771',30,0.020312,0,0.040625,?,?,?,?,?
1208,'2017/09/14 22:10:31:810',30,0.015625,0,0.03125,?,?,?,?,?
1209,'2017/09/14 22:10:31:821',30,0.015625,0,0.03125,?,?,?,?,?
1210,'2017/09/14 22:10:31:860',30,0.015625,0,0.03125,?,?,?,?,?
1211,'2017/09/14 22:10:31:860',30,0.015625,0,0.03125,?,?,?,?,?
1212,'2017/09/14 22:10:31:910',30,0.042188,0,0.084375,?,?,?,?,?
1213,'2017/09/14 22:10:31:910',30,0.042188,0,0.084375,?,?,?,?,?
1214,'2017/09/14 22:10:31:921',30,0.042188,0,0.084375,?,?,?,?,?
1215,'2017/09/14 22:10:31:960',30,0.042188,0,0.084375,?,?,?,?,?
1216,'2017/09/14 22:10:31:970',30,0.028125,0,0.05625,?,?,?,?,?
1217,'2017/09/14 22:10:32:010',30,0.028125,0,0.05625,?,?,?,?,?
1218,'2017/09/14 22:10:32:010',30,0.028125,0,0.05625,?,?,?,?,?
1219,'2017/09/14 22:10:32:023',30,0.028125,0,0.05625,?,?,?,?,?
1220,'2017/09/14 22:10:32:060',30,0.017188,0,0.034375,?,?,?,?,?
1221,'2017/09/14 22:10:32:072',30,0.017188,0,0.034375,?,?,?,?,?
1222,'2017/09/14 22:10:32:110',30,0.017188,0,0.034375,?,?,?,?,?
1223,'2017/09/14 22:10:32:110',30,0.017188,0,0.034375,?,?,?,?,?
1224,'2017/09/14 22:10:32:160',30,0.03125,0,0.0625,?,?,?,?,?
1225,'2017/09/14 22:10:32:160',30,0.03125,0,0.0625,?,?,?,?,?
1226,'2017/09/14 22:10:32:169',30,0.03125,0,0.0625,?,?,?,?,?
1227,'2017/09/14 22:10:32:210',30,0.03125,0,0.0625,?,?,?,?,?
1228,'2017/09/14 22:10:32:222',30,0.028125,0,0.05625,?,?,?,?,?
1229,'2017/09/14 22:10:32:260',30,0.028125,0,0.05625,?,?,?,?,?
1230,'2017/09/14 22:10:32:260',30,0.028125,0,0.05625,?,?,?,?,?
1231,'2017/09/14 22:10:32:270',30,0.028125,0,0.05625,?,?,?,?,?
1232,'2017/09/14 22:10:32:310',30,0.00625,0,0.0125,?,?,?,?,?
1233,'2017/09/14 22:10:32:310',30,0.00625,0,0.0125,?,?,?,?,?
1234,'2017/09/14 22:10:32:322',30,0.00625,0,0.0125,?,?,?,?,?
1235,'2017/09/14 22:10:32:360',30,0.00625,0,0.0125,?,?,?,?,?
1236,'2017/09/14 22:10:32:410',30,0.071875,0.00625,0.1375,?,?,?,?,?
1237,'2017/09/14 22:10:32:410',30,0.071875,0.00625,0.1375,?,?,?,?,?
1238,'2017/09/14 22:10:32:421',30,0.071875,0.00625,0.1375,?,?,?,?,?
1239,'2017/09/14 22:10:32:460',30,0.071875,0.00625,0.1375,?,?,?,?,?
1240,'2017/09/14 22:10:32:471',30,0.020312,0,0.040625,?,?,?,?,?
1241,'2017/09/14 22:10:32:510',30,0.020312,0,0.040625,?,?,?,?,?
1242,'2017/09/14 22:10:32:510',30,0.020312,0,0.040625,?,?,?,?,?
1243,'2017/09/14 22:10:32:521',30,0.020312,0,0.040625,?,?,?,?,?
1244,'2017/09/14 22:10:32:560',30,0.067188,0.0125,0.121875,?,?,?,?,?
1245,'2017/09/14 22:10:32:571',30,0.067188,0.0125,0.121875,?,?,?,?,?
1246,'2017/09/14 22:10:32:610',30,0.067188,0.0125,0.121875,?,?,?,?,?
1247,'2017/09/14 22:10:32:610',30,0.067188,0.0125,0.121875,?,?,?,?,?
1248,'2017/09/14 22:10:32:660',30,0.076563,0.00625,0.146875,?,?,?,?,?
1249,'2017/09/14 22:10:32:660',30,0.076563,0.00625,0.146875,?,?,?,?,?
1250,'2017/09/14 22:10:32:671',30,0.076563,0.00625,0.146875,?,?,?,?,?
1251,'2017/09/14 22:10:32:710',30,0.076563,0.00625,0.146875,?,?,?,?,?
1252,'2017/09/14 22:10:32:721',30,0.054688,0.003125,0.10625,?,?,?,?,?
1253,'2017/09/14 22:10:32:760',30,0.054688,0.003125,0.10625,?,?,?,?,?
1254,'2017/09/14 22:10:32:760',30,0.054688,0.003125,0.10625,?,?,?,?,?
1255,'2017/09/14 22:10:32:772',30,0.054688,0.003125,0.10625,?,?,?,?,?
1256,'2017/09/14 22:11:33:970',31,0.159375,0.18125,0.1375,?,?,1,?,?
1257,'2017/09/14 22:11:33:986',31,0.159375,0.18125,0.1375,?,?,1,?,?
1258,'2017/09/14 22:11:34:037',31,0.139062,0.15625,0.121875,?,?,1,?,?
1259,'2017/09/14 22:11:34:052',31,0.139062,0.15625,0.121875,?,?,1,?,?
1260,'2017/09/14 22:11:34:070',31,0.139062,0.15625,0.121875,?,?,1,?,?
1261,'2017/09/14 22:11:34:087',31,0.139062,0.15625,0.121875,?,?,1,?,?
1262,'2017/09/14 22:11:34:103',31,0.089062,0.1125,0.065625,?,?,1,?,?
1263,'2017/09/14 22:11:34:119',31,0.089062,0.1125,0.065625,?,?,1,?,?
1264,'2017/09/14 22:11:34:136',31,0.089062,0.1125,0.065625,?,?,1,?,?
1265,'2017/09/14 22:11:34:153',31,0.089062,0.1125,0.065625,?,?,1,?,?
1266,'2017/09/14 22:11:34:187',31,0.115625,0.10625,0.125,?,?,1,?,?
1267,'2017/09/14 22:11:34:203',31,0.115625,0.10625,0.125,?,?,1,?,?
1268,'2017/09/14 22:11:34:220',31,0.115625,0.10625,0.125,?,?,1,?,?
1269,'2017/09/14 22:11:34:236',31,0.115625,0.10625,0.125,?,?,1,?,?
1270,'2017/09/14 22:11:34:270',31,0.13125,0.153125,0.109375,?,?,1,?,?
1271,'2017/09/14 22:11:34:286',31,0.13125,0.153125,0.109375,?,?,1,?,?
1272,'2017/09/14 22:11:34:302',31,0.13125,0.153125,0.109375,?,?,1,?,?
1273,'2017/09/14 22:11:34:320',31,0.13125,0.153125,0.109375,?,?,1,?,?
1274,'2017/09/14 22:11:34:352',31,0.178125,0.190625,0.165625,?,?,1,?,?
1275,'2017/09/14 22:11:34:369',31,0.178125,0.190625,0.165625,?,?,1,?,?
1276,'2017/09/14 22:11:34:387',31,0.178125,0.190625,0.165625,?,?,1,?,?
1277,'2017/09/14 22:11:34:402',31,0.178125,0.190625,0.165625,?,?,1,?,?
1278,'2017/09/14 22:11:34:435',31,0.107813,0.053125,0.1625,?,?,1,?,?
1279,'2017/09/14 22:11:34:453',31,0.107813,0.053125,0.1625,?,?,1,?,?
1280,'2017/09/14 22:11:34:469',31,0.107813,0.053125,0.1625,?,?,1,?,?
1281,'2017/09/14 22:11:34:488',31,0.107813,0.053125,0.1625,?,?,1,?,?
1282,'2017/09/14 22:11:34:520',31,0.184375,0.196875,0.171875,?,?,1,?,?
1283,'2017/09/14 22:11:34:538',31,0.184375,0.196875,0.171875,?,?,1,?,?
1284,'2017/09/14 22:11:34:554',31,0.184375,0.196875,0.171875,?,?,1,?,?
1285,'2017/09/14 22:11:34:570',31,0.184375,0.196875,0.171875,?,?,1,?,?
1286,'2017/09/14 22:11:34:603',31,0.15,0.128125,0.171875,?,?,1,?,?
1287,'2017/09/14 22:11:34:619',31,0.15,0.128125,0.171875,?,?,1,?,?
1288,'2017/09/14 22:11:34:636',31,0.15,0.128125,0.171875,?,?,1,?,?
1289,'2017/09/14 22:11:34:654',31,0.15,0.128125,0.171875,?,?,1,?,?
1290,'2017/09/14 22:11:34:686',31,0.146875,0.19375,0.1,?,?,1,?,?
1291,'2017/09/14 22:11:34:704',31,0.146875,0.19375,0.1,?,?,1,?,?
1292,'2017/09/14 22:11:34:719',31,0.146875,0.19375,0.1,?,?,1,?,?
1293,'2017/09/14 22:11:34:737',31,0.146875,0.19375,0.1,?,?,1,?,?
1294,'2017/09/14 22:11:34:770',31,0.178125,0.146875,0.209375,?,?,1,?,?
1295,'2017/09/14 22:11:34:788',31,0.178125,0.146875,0.209375,?,?,1,?,?
1296,'2017/09/14 22:11:34:802',31,0.178125,0.146875,0.209375,?,?,1,?,?
1297,'2017/09/14 22:11:34:821',31,0.178125,0.146875,0.209375,?,?,1,?,?
1298,'2017/09/14 22:11:34:870',31,0.15625,0.1875,0.125,?,?,1,?,?
1299,'2017/09/14 22:11:34:887',31,0.15625,0.1875,0.125,?,?,1,?,?
1300,'2017/09/14 22:11:34:903',31,0.15625,0.1875,0.125,?,?,1,?,?
1301,'2017/09/14 22:11:34:920',31,0.15625,0.1875,0.125,?,?,1,?,?
1302,'2017/09/14 22:11:34:936',31,0.16875,0.15,0.1875,?,?,1,?,?
1303,'2017/09/14 22:11:34:954',31,0.16875,0.15,0.1875,?,?,1,?,?
1304,'2017/09/14 22:11:34:969',31,0.16875,0.15,0.1875,?,?,1,?,?
1305,'2017/09/14 22:11:34:987',31,0.16875,0.15,0.1875,?,?,1,?,?
1306,'2017/09/14 22:11:35:019',31,0.14375,0.103125,0.184375,?,?,1,?,?
1307,'2017/09/14 22:11:35:037',31,0.14375,0.103125,0.184375,?,?,1,?,?
1308,'2017/09/14 22:11:35:053',31,0.14375,0.103125,0.184375,?,?,1,?,?
1309,'2017/09/14 22:11:35:071',31,0.14375,0.103125,0.184375,?,?,1,?,?
1310,'2017/09/14 22:11:44:853',32,0.042188,0.084375,0,?,?,0,?,?
1311,'2017/09/14 22:11:44:870',32,0.042188,0.084375,0,?,?,0,?,?
1312,'2017/09/14 22:11:44:885',32,0.042188,0.084375,0,?,?,0,?,?
1313,'2017/09/14 22:11:44:903',32,0.042188,0.084375,0,?,?,0,?,?
1314,'2017/09/14 22:11:44:936',32,0.034375,0.06875,0,?,?,0,?,?
1315,'2017/09/14 22:11:44:952',32,0.034375,0.06875,0,?,?,0,?,?
1316,'2017/09/14 22:11:44:971',32,0.034375,0.06875,0,?,?,0,?,?
1317,'2017/09/14 22:11:44:985',32,0.034375,0.06875,0,?,?,0,?,?
1318,'2017/09/14 22:11:45:019',32,0.021875,0.040625,0.003125,?,?,0,?,?
1319,'2017/09/14 22:11:45:036',32,0.021875,0.040625,0.003125,?,?,0,?,?
1320,'2017/09/14 22:11:45:053',32,0.021875,0.040625,0.003125,?,?,0,?,?
1321,'2017/09/14 22:11:45:070',32,0.021875,0.040625,0.003125,?,?,0,?,?
1322,'2017/09/14 22:11:45:102',32,0.032812,0.0625,0.003125,?,?,0,?,?
1323,'2017/09/14 22:11:45:119',32,0.032812,0.0625,0.003125,?,?,0,?,?
1324,'2017/09/14 22:11:45:135',32,0.032812,0.0625,0.003125,?,?,0,?,?
1325,'2017/09/14 22:11:45:153',32,0.032812,0.0625,0.003125,?,?,0,?,?
1326,'2017/09/14 22:11:45:186',32,0.060938,0.11875,0.003125,?,?,0,?,?
1327,'2017/09/14 22:11:45:203',32,0.060938,0.11875,0.003125,?,?,0,?,?
1328,'2017/09/14 22:11:45:220',32,0.060938,0.11875,0.003125,?,?,0,?,?
1329,'2017/09/14 22:11:45:236',32,0.060938,0.11875,0.003125,?,?,0,?,?
1330,'2017/09/14 22:11:45:270',32,0.010937,0.01875,0.003125,?,?,0,?,?
1331,'2017/09/14 22:11:45:286',32,0.010937,0.01875,0.003125,?,?,0,?,?
1332,'2017/09/14 22:11:45:303',32,0.010937,0.01875,0.003125,?,?,0,?,?
1333,'2017/09/14 22:11:45:319',32,0.010937,0.01875,0.003125,?,?,0,?,?
1334,'2017/09/14 22:11:45:371',32,0.053125,0.10625,0,?,?,0,?,?
1335,'2017/09/14 22:11:45:386',32,0.053125,0.10625,0,?,?,0,?,?
1336,'2017/09/14 22:11:45:403',32,0.053125,0.10625,0,?,?,0,?,?
1337,'2017/09/14 22:11:45:419',32,0.053125,0.10625,0,?,?,0,?,?
1338,'2017/09/14 22:11:45:453',32,0.053125,0.10625,0,?,?,0,?,?
1339,'2017/09/14 22:11:45:469',32,0.053125,0.10625,0,?,?,0,?,?
1340,'2017/09/14 22:11:45:487',32,0.053125,0.10625,0,?,?,0,?,?
1341,'2017/09/14 22:11:45:502',32,0.053125,0.10625,0,?,?,0,?,?
1342,'2017/09/14 22:11:45:536',32,0.045313,0.090625,0,?,?,0,?,?
1343,'2017/09/14 22:11:45:553',32,0.045313,0.090625,0,?,?,0,?,?
1344,'2017/09/14 22:11:45:569',32,0.045313,0.090625,0,?,?,0,?,?
1345,'2017/09/14 22:11:45:587',32,0.045313,0.090625,0,?,?,0,?,?
1346,'2017/09/14 22:11:45:602',32,0.075,0.15,0,?,?,0,?,?
1347,'2017/09/14 22:11:45:619',32,0.075,0.15,0,?,?,0,?,?
1348,'2017/09/14 22:11:45:637',32,0.075,0.15,0,?,?,0,?,?
1349,'2017/09/14 22:11:45:653',32,0.075,0.15,0,?,?,0,?,?
1350,'2017/09/14 22:11:45:685',32,0.048437,0.096875,0,?,?,0,?,?
1351,'2017/09/14 22:11:45:703',32,0.048437,0.096875,0,?,?,0,?,?
1352,'2017/09/14 22:11:45:719',32,0.048437,0.096875,0,?,?,0,?,?
1353,'2017/09/14 22:11:45:737',32,0.048437,0.096875,0,?,?,0,?,?
1354,'2017/09/14 22:11:45:769',32,0.05,0.1,0,?,?,0,?,?
1355,'2017/09/14 22:11:45:786',32,0.05,0.1,0,?,?,0,?,?
1356,'2017/09/14 22:11:45:803',32,0.05,0.1,0,?,?,0,?,?
1357,'2017/09/14 22:11:45:819',32,0.05,0.1,0,?,?,0,?,?
1358,'2017/09/14 22:11:45:853',32,0.071875,0.140625,0.003125,?,?,0,?,?
1359,'2017/09/14 22:11:45:870',32,0.071875,0.140625,0.003125,?,?,0,?,?
1360,'2017/09/14 22:11:45:886',32,0.071875,0.140625,0.003125,?,?,0,?,?
1361,'2017/09/14 22:11:45:904',32,0.071875,0.140625,0.003125,?,?,0,?,?
1362,'2017/09/14 22:11:45:937',32,0.040625,0.078125,0.003125,?,?,0,?,?
1363,'2017/09/14 22:11:45:952',32,0.040625,0.078125,0.003125,?,?,0,?,?
1364,'2017/09/14 22:11:45:970',32,0.040625,0.078125,0.003125,?,?,0,?,?
1365,'2017/09/14 22:11:45:985',32,0.040625,0.078125,0.003125,?,?,0,?,?
1366,'2017/09/14 22:11:46:018',32,0.064062,0.121875,0.00625,?,?,0,?,?
1367,'2017/09/14 22:11:46:037',32,0.064062,0.121875,0.00625,?,?,0,?,?
1368,'2017/09/14 22:11:46:051',32,0.064062,0.121875,0.00625,?,?,0,?,?
1369,'2017/09/14 22:11:46:070',32,0.064062,0.121875,0.00625,?,?,0,?,?
1370,'2017/09/14 22:11:46:102',32,0.010937,0.01875,0.003125,?,?,0,?,?
1371,'2017/09/14 22:11:46:121',32,0.010937,0.01875,0.003125,?,?,0,?,?
1372,'2017/09/14 22:11:46:135',32,0.010937,0.01875,0.003125,?,?,0,?,?
1373,'2017/09/14 22:11:46:153',32,0.010937,0.01875,0.003125,?,?,0,?,?
1374,'2017/09/14 22:11:46:187',32,0.04375,0.084375,0.003125,?,?,0,?,?
1375,'2017/09/14 22:11:46:203',32,0.04375,0.084375,0.003125,?,?,0,?,?
1376,'2017/09/14 22:11:46:219',32,0.04375,0.084375,0.003125,?,?,0,?,?
1377,'2017/09/14 22:11:46:237',32,0.04375,0.084375,0.003125,?,?,0,?,?
1378,'2017/09/14 22:11:46:270',32,0.04375,0.084375,0.003125,?,?,0,?,?
1379,'2017/09/14 22:11:46:288',32,0.04375,0.084375,0.003125,?,?,0,?,?
1380,'2017/09/14 22:11:46:302',32,0.04375,0.084375,0.003125,?,?,0,?,?
1381,'2017/09/14 22:11:46:319',32,0.04375,0.084375,0.003125,?,?,0,?,?
1382,'2017/09/14 22:11:46:352',32,0.009375,0.01875,0,?,?,0,?,?
1383,'2017/09/14 22:11:46:369',32,0.009375,0.01875,0,?,?,0,?,?
1384,'2017/09/14 22:11:46:386',32,0.009375,0.01875,0,?,?,0,?,?
1385,'2017/09/14 22:11:46:401',32,0.009375,0.01875,0,?,?,0,?,?
1386,'2017/09/14 22:11:46:437',32,0.042188,0.084375,0,?,?,0,?,?
1387,'2017/09/14 22:11:46:453',32,0.042188,0.084375,0,?,?,0,?,?
1388,'2017/09/14 22:11:46:470',32,0.042188,0.084375,0,?,?,0,?,?
1389,'2017/09/14 22:11:46:486',32,0.042188,0.084375,0,?,?,0,?,?
1390,'2017/09/14 22:11:46:519',32,0.029687,0.059375,0,?,?,0,?,?
1391,'2017/09/14 22:11:46:536',32,0.029687,0.059375,0,?,?,0,?,?
1392,'2017/09/14 22:11:46:553',32,0.029687,0.059375,0,?,?,0,?,?
1393,'2017/09/14 22:11:53:352',33,0.039063,0,0.078125,?,?,0,?,?
1394,'2017/09/14 22:11:53:370',33,0.039063,0,0.078125,?,?,0,?,?
1395,'2017/09/14 22:11:53:385',33,0.039063,0,0.078125,?,?,0,?,?
1396,'2017/09/14 22:11:53:403',33,0.039063,0,0.078125,?,?,0,?,?
1397,'2017/09/14 22:11:53:437',33,0.035937,0,0.071875,?,?,0,?,?
1398,'2017/09/14 22:11:53:453',33,0.035937,0,0.071875,?,?,0,?,?
1399,'2017/09/14 22:11:53:469',33,0.035937,0,0.071875,?,?,0,?,?
1400,'2017/09/14 22:11:53:486',33,0.035937,0,0.071875,?,?,0,?,?
1401,'2017/09/14 22:11:53:520',33,0.021875,0.003125,0.040625,?,?,0,?,?
1402,'2017/09/14 22:11:53:536',33,0.021875,0.003125,0.040625,?,?,0,?,?
1403,'2017/09/14 22:11:53:552',33,0.021875,0.003125,0.040625,?,?,0,?,?
1404,'2017/09/14 22:11:53:570',33,0.021875,0.003125,0.040625,?,?,0,?,?
1405,'2017/09/14 22:11:53:604',33,0.042188,0.00625,0.078125,?,?,0,?,?
1406,'2017/09/14 22:11:53:620',33,0.042188,0.00625,0.078125,?,?,0,?,?
1407,'2017/09/14 22:11:53:636',33,0.042188,0.00625,0.078125,?,?,0,?,?
1408,'2017/09/14 22:11:53:653',33,0.042188,0.00625,0.078125,?,?,0,?,?
1409,'2017/09/14 22:11:53:686',33,0.01875,0.00625,0.03125,?,?,0,?,?
1410,'2017/09/14 22:11:53:701',33,0.01875,0.00625,0.03125,?,?,0,?,?
1411,'2017/09/14 22:11:53:720',33,0.01875,0.00625,0.03125,?,?,0,?,?
1412,'2017/09/14 22:11:53:737',33,0.01875,0.00625,0.03125,?,?,0,?,?
1413,'2017/09/14 22:11:53:768',33,0.054688,0.003125,0.10625,?,?,0,?,?
1414,'2017/09/14 22:11:53:786',33,0.054688,0.003125,0.10625,?,?,0,?,?
1415,'2017/09/14 22:11:53:804',33,0.054688,0.003125,0.10625,?,?,0,?,?
1416,'2017/09/14 22:11:53:818',33,0.054688,0.003125,0.10625,?,?,0,?,?
1417,'2017/09/14 22:11:53:852',33,0.040625,0,0.08125,?,?,0,?,?
1418,'2017/09/14 22:11:53:869',33,0.040625,0,0.08125,?,?,0,?,?
1419,'2017/09/14 22:11:53:885',33,0.040625,0,0.08125,?,?,0,?,?
1420,'2017/09/14 22:11:53:903',33,0.040625,0,0.08125,?,?,0,?,?
1421,'2017/09/14 22:11:53:937',33,0.029687,0,0.059375,?,?,0,?,?
1422,'2017/09/14 22:11:53:952',33,0.029687,0,0.059375,?,?,0,?,?
1423,'2017/09/14 22:11:53:969',33,0.029687,0,0.059375,?,?,0,?,?
1424,'2017/09/14 22:11:53:985',33,0.029687,0,0.059375,?,?,0,?,?
1425,'2017/09/14 22:11:54:019',33,0.039063,0.003125,0.075,?,?,0,?,?
1426,'2017/09/14 22:11:54:036',33,0.039063,0.003125,0.075,?,?,0,?,?
1427,'2017/09/14 22:11:54:053',33,0.039063,0.003125,0.075,?,?,0,?,?
1428,'2017/09/14 22:11:54:070',33,0.039063,0.003125,0.075,?,?,0,?,?
1429,'2017/09/14 22:11:54:102',33,0.028125,0.003125,0.053125,?,?,0,?,?
1430,'2017/09/14 22:11:54:120',33,0.028125,0.003125,0.053125,?,?,0,?,?
1431,'2017/09/14 22:11:54:136',33,0.028125,0.003125,0.053125,?,?,0,?,?
1432,'2017/09/14 22:11:54:154',33,0.028125,0.003125,0.053125,?,?,0,?,?
1433,'2017/09/14 22:11:54:186',33,0.032812,0.003125,0.0625,?,?,0,?,?
1434,'2017/09/14 22:11:54:203',33,0.032812,0.003125,0.0625,?,?,0,?,?
1435,'2017/09/14 22:11:54:219',33,0.032812,0.003125,0.0625,?,?,0,?,?
1436,'2017/09/14 22:11:54:236',33,0.032812,0.003125,0.0625,?,?,0,?,?
1477,'2017/09/14 22:28:33:076',35,0.001563,0,0.003125,?,?,?,0,?
1478,'2017/09/14 22:28:33:084',35,0.001563,0,0.003125,?,?,?,0,?
1479,'2017/09/14 22:28:33:126',35,0.001563,0,0.003125,?,?,?,0,?
1480,'2017/09/14 22:28:33:126',35,0.001563,0,0.003125,?,?,?,0,?
1481,'2017/09/14 22:28:43:276',36,0.039063,0.03125,0.046875,?,?,?,1,?
1482,'2017/09/14 22:28:43:276',36,0.039063,0.03125,0.046875,?,?,?,1,?
1483,'2017/09/14 22:28:43:326',36,0.048437,0.04375,0.053125,?,?,?,1,?
1484,'2017/09/14 22:28:43:326',36,0.048437,0.04375,0.053125,?,?,?,1,?
1485,'2017/09/14 22:28:43:333',36,0.048437,0.04375,0.053125,?,?,?,1,?
1486,'2017/09/14 22:28:43:376',36,0.048437,0.04375,0.053125,?,?,?,1,?
1487,'2017/09/14 22:28:43:383',36,0.1125,0.153125,0.071875,?,?,?,1,?
1488,'2017/09/14 22:28:43:426',36,0.1125,0.153125,0.071875,?,?,?,1,?
1489,'2017/09/14 22:28:43:426',36,0.1125,0.153125,0.071875,?,?,?,1,?
1490,'2017/09/14 22:28:43:433',36,0.1125,0.153125,0.071875,?,?,?,1,?
1491,'2017/09/14 22:28:43:476',36,0.123438,0.084375,0.1625,?,?,?,1,?
1492,'2017/09/14 22:28:43:484',36,0.123438,0.084375,0.1625,?,?,?,1,?
1493,'2017/09/14 22:28:43:526',36,0.123438,0.084375,0.1625,?,?,?,1,?
1494,'2017/09/14 22:28:43:526',36,0.123438,0.084375,0.1625,?,?,?,1,?
1495,'2017/09/14 22:28:43:576',36,0.104687,0.09375,0.115625,?,?,?,1,?
1496,'2017/09/14 22:28:43:576',36,0.104687,0.09375,0.115625,?,?,?,1,?
1497,'2017/09/14 22:28:43:581',36,0.104687,0.09375,0.115625,?,?,?,1,?
1498,'2017/09/14 22:28:43:626',36,0.104687,0.09375,0.115625,?,?,?,1,?
1499,'2017/09/14 22:28:43:633',36,0.1625,0.2,0.125,?,?,?,1,?
1500,'2017/09/14 22:28:43:676',36,0.1625,0.2,0.125,?,?,?,1,?
1501,'2017/09/14 22:28:43:676',36,0.1625,0.2,0.125,?,?,?,1,?
1502,'2017/09/14 22:28:43:682',36,0.1625,0.2,0.125,?,?,?,1,?
1503,'2017/09/14 22:28:43:726',36,0.126563,0.09375,0.159375,?,?,?,1,?
1504,'2017/09/14 22:28:43:732',36,0.126563,0.09375,0.159375,?,?,?,1,?
1505,'2017/09/14 22:28:43:776',36,0.126563,0.09375,0.159375,?,?,?,1,?
1506,'2017/09/14 22:28:43:776',36,0.126563,0.09375,0.159375,?,?,?,1,?
1507,'2017/09/14 22:28:43:826',36,0.190625,0.203125,0.178125,?,?,?,1,?
1508,'2017/09/14 22:28:43:826',36,0.190625,0.203125,0.178125,?,?,?,1,?
1509,'2017/09/14 22:28:43:832',36,0.190625,0.203125,0.178125,?,?,?,1,?
1510,'2017/09/14 22:29:18:075',37,0.001563,0.003125,0,?,?,?,0,?
1511,'2017/09/14 22:29:18:075',37,0.001563,0.003125,0,?,?,?,0,?
1512,'2017/09/14 22:29:18:080',37,0.001563,0.003125,0,?,?,?,0,?
1513,'2017/09/14 22:29:18:125',37,0.001563,0.003125,0,?,?,?,0,?
1514,'2017/09/14 22:29:38:974',38,0.001563,0.003125,0,?,?,?,0,?
1515,'2017/09/14 22:29:38:974',38,0.001563,0.003125,0,?,?,?,0,?
1516,'2017/09/14 22:29:38:986',38,0.001563,0.003125,0,?,?,?,0,?
1517,'2017/09/14 22:29:39:024',38,0.001563,0.003125,0,?,?,?,0,?
1518,'2017/09/14 22:29:39:124',38,0.004688,0.00625,0.003125,?,?,?,0,?
1519,'2017/09/14 22:29:39:137',38,0.004688,0.00625,0.003125,?,?,?,0,?
1520,'2017/09/14 22:29:39:174',38,0.004688,0.00625,0.003125,?,?,?,0,?
1521,'2017/09/14 22:29:39:174',38,0.004688,0.00625,0.003125,?,?,?,0,?
1522,'2017/09/14 22:29:39:224',38,0.003125,0.00625,0,?,?,?,0,?
1523,'2017/09/14 22:29:39:224',38,0.003125,0.00625,0,?,?,?,0,?
1524,'2017/09/14 22:29:39:237',38,0.003125,0.00625,0,?,?,?,0,?
1525,'2017/09/14 22:29:39:274',38,0.003125,0.00625,0,?,?,?,0,?
1526,'2017/09/14 22:29:39:274',38,0.001563,0,0.003125,?,?,?,0,?
1527,'2017/09/14 22:29:39:286',38,0.001563,0,0.003125,?,?,?,0,?
1528,'2017/09/14 22:29:39:324',38,0.001563,0,0.003125,?,?,?,0,?
1529,'2017/09/14 22:29:39:324',38,0.001563,0,0.003125,?,?,?,0,?
1530,'2017/09/14 22:29:39:624',38,0.001563,0,0.003125,?,?,?,0,?
1531,'2017/09/14 22:29:39:636',38,0.001563,0,0.003125,?,?,?,0,?
1532,'2017/09/14 22:29:39:674',38,0.001563,0,0.003125,?,?,?,0,?
1533,'2017/09/14 22:29:39:674',38,0.001563,0,0.003125,?,?,?,0,?
1534,'2017/09/14 22:29:39:874',38,0.001563,0,0.003125,?,?,?,0,?
1535,'2017/09/14 22:29:39:887',38,0.001563,0,0.003125,?,?,?,0,?
1536,'2017/09/14 22:29:39:924',38,0.001563,0,0.003125,?,?,?,0,?
1537,'2017/09/14 22:29:39:924',38,0.001563,0,0.003125,?,?,?,0,?
1538,'2017/09/14 22:29:39:974',38,0.001563,0.003125,0,?,?,?,0,?
1539,'2017/09/14 22:29:39:974',38,0.001563,0.003125,0,?,?,?,0,?
1540,'2017/09/14 22:29:39:987',38,0.001563,0.003125,0,?,?,?,0,?
1541,'2017/09/14 22:29:40:024',38,0.001563,0.003125,0,?,?,?,0,?
1542,'2017/09/14 22:29:40:024',38,0.001563,0.003125,0,?,?,?,0,?
1543,'2017/09/14 22:29:40:037',38,0.001563,0.003125,0,?,?,?,0,?
1544,'2017/09/14 22:29:40:074',38,0.001563,0.003125,0,?,?,?,0,?
1545,'2017/09/14 22:29:40:074',38,0.001563,0.003125,0,?,?,?,0,?
1546,'2017/09/14 22:29:40:124',38,0.001563,0.003125,0,?,?,?,0,?
1547,'2017/09/14 22:29:40:138',38,0.001563,0.003125,0,?,?,?,0,?
1548,'2017/09/14 22:29:40:174',38,0.001563,0.003125,0,?,?,?,0,?
1549,'2017/09/14 22:29:40:174',38,0.001563,0.003125,0,?,?,?,0,?
1550,'2017/09/14 22:29:40:286',38,0.001563,0.003125,0,?,?,?,0,?
